Term;Scientific Name;Type;workId;WordsFrame;Sentence
rat;Rattus;organism;PG10027;56.0;"nearly every boy in the school saw clearly that he was both unworthy and unfitted to fulfil the duties of a prefect, but the peculiar circumstances under which he had, as ""rats"" put it, been given ""notice to quit,"" caused a large number of his schoolfellows to side with him, and condemn the action of the captain."
cricket;Gryllidae;organism;PG10027;56.0;the elections took place twice a year--at the commencement of the summer and winter terms--their chief object being to appoint what was known as the sports committee,who had the management of athletics and of the forthcoming cricket or football season,, two librarians, and a keeper of the reading-room.
gull;Larus;organism;PG10027;57.0;almost to a man the sixth and remove sided with the captain, but hawley and gull in the fifth, noaks and mouler in the upper fourth, and other fellows in the lower forms made up their minds to secure thurston's return, and set to work to carry out their project with a zeal worthy of a better cause.
gull;Larinae;organism;PG10027;57.0;almost to a man the sixth and remove sided with the captain, but hawley and gull in the fifth, noaks and mouler in the upper fourth, and other fellows in the lower forms made up their minds to secure thurston's return, and set to work to carry out their project with a zeal worthy of a better cause.
rat;Rattus;organism;PG10027;57.0;"the triple alliance were loyal to the old regime , and were supported by ""rats,"" carton, and several of their old friends."
jack;Esox lucius;organism;PG10027;57.0;"""rowland gave noaks a dressing down when he hit me in the mouth,"" said jack vance."
rat;Rattus;organism;PG10027;57.0;"""rats"" declared that he meant to conduct what he called a"
rat;Rattus;organism;PG10027;58.0;"""rats,"" and carton, were to a man supporters of parkes and fielding."
rat;Rattus;organism;PG10027;58.0;"""i wouldn't vote for a chap like thurston, who goes boozing in a common 'pub' like the black swan,"" cried ""rats,"" ""but that's just the sort of man for you."
swan;Labiostrombus epidromis;organism;PG10027;58.0;"""i wouldn't vote for a chap like thurston, who goes boozing in a common 'pub' like the black swan,"" cried ""rats,"" ""but that's just the sort of man for you."
black swan;Cygnus atratus atratus;organism;PG10027;58.0;"""i wouldn't vote for a chap like thurston, who goes boozing in a common 'pub' like the black swan,"" cried ""rats,"" ""but that's just the sort of man for you."
swan;Anserinae;organism;PG10027;58.0;"""i wouldn't vote for a chap like thurston, who goes boozing in a common 'pub' like the black swan,"" cried ""rats,"" ""but that's just the sort of man for you."
rat;Rattus;organism;PG10027;58.0;"""look here, young 'rats,'"" retorted fletcher junior from the opposite room, wandering rather wide of the subject in hand."
jack;Esox lucius;organism;PG10027;58.0;"""i know you looked altogether a different fellow when you came back,"" returned jack vance,""i hardly knew you!"""
rat;Rattus;organism;PG10027;58.0;"for half an hour all was quiet and still, and the watchers in no. 14 were turning over and preparing to go to sleep, when ""rats"" started up, exclaiming in a whisper, ""they're coming!"
gull;Larus;organism;PG10027;59.0;as the captain finished speaking, hawley, gull, noaks, and several other boys sprang to their feet, their appearance being the signal for a fresh outburst of cheers and groans.
gull;Larinae;organism;PG10027;59.0;as the captain finished speaking, hawley, gull, noaks, and several other boys sprang to their feet, their appearance being the signal for a fresh outburst of cheers and groans.
rat;Rattus;organism;PG10027;59.0;"young ""rats"" commenced to hiss like a small steam-engine, while grundy made frantic but futile attempts to reach over from the desk behind and smite him on the head with a french dictionary."
gull;Larus;organism;PG10027;59.0;"""i think,"" interrupted gull, rising to his feet, amid a murmur of excitement, ""that we have a perfect right to insist on the figures being made public, everything in connection with these elections ought to be fair and open."""
gull;Larinae;organism;PG10027;59.0;"""i think,"" interrupted gull, rising to his feet, amid a murmur of excitement, ""that we have a perfect right to insist on the figures being made public, everything in connection with these elections ought to be fair and open."""
gull;Larus;organism;PG10027;60.0;"cried gull, ""you hear what thurston says."
gull;Larinae;organism;PG10027;60.0;"cried gull, ""you hear what thurston says."
gull;Larus;organism;PG10027;60.0;demanded gull angrily.
gull;Larinae;organism;PG10027;60.0;demanded gull angrily.
cricket;Gryllidae;organism;PG10027;60.0;a lot of things went on here when i was a kid that wouldn't be put up with now, and i don't think the school ever played such good games of cricket and football as we see at the present time.
jack;Esox lucius;organism;PG10027;60.0;"jack vance reported that the robbery of ""the hermit's"" coins was regarded at todderton as quite a piece of ancient history, and as noaks appeared to have forgotten the existence of the clasp-knife, and, growing every day more intimate with thurston and co., seemed more than ever inclined to go his way and leave his former foes alone, the latter made up their minds to banish dull care, and consider their unfortunate misadventure as a storm which they had safely weathered."
jack;Esox lucius;organism;PG10027;61.0;"""well, i call that rot,"" cried jack vance,""the team doesn't belong to allingford or to anybody else--"""
cricket;Gryllidae;organism;PG10027;61.0;"i am inclined to think that a much nobler spirit would pervade such field-sports as cricket and football if the fact could be more firmly impressed upon the minds of both players and spectators that, providing the conduct of each side is fair and generous, and that every one does his ""big best,"" it is equally creditable to lose as to win."
jack;Esox lucius;organism;PG10027;61.0;something in these doggerel lines excited jack vance's wrath above measure, the last verse especially raising his anger to boiling-point, so that it fairly bubbled over.
jack;Esox lucius;organism;PG10027;61.0;jack was a loyal-hearted youngster, he was nothing to allingford, but allingford was something to him, as head and leader of the community of which he himself was a member.
jack;Esox lucius;organism;PG10027;62.0;retorted jack.
gull;Larus;organism;PG10027;62.0;"just as the bell was ringing for assembly, the paper was torn down by trail, the head of the remove, who ripped it up into fifty pieces, and in answer to gull's inquiry what he did that for, replied, ""i'll jolly soon show you!"""
gull;Larinae;organism;PG10027;62.0;"just as the bell was ringing for assembly, the paper was torn down by trail, the head of the remove, who ripped it up into fifty pieces, and in answer to gull's inquiry what he did that for, replied, ""i'll jolly soon show you!"""
jack;Esox lucius;organism;PG10027;62.0;grundy had seized jack vance by the collar from behind, and was screwing his knuckle into his victim's neck.
jack;Esox lucius;organism;PG10027;62.0;the sentence was interrupted by jack giving a sudden twist and striking his antagonist a heavy blow in the chest, which sent him staggering against the opposite wall.
dog;Canis lupus familiaris;organism;PG10027;62.0;grundy was nearly a head taller than vance, but the latter's blood was up, and in another moment the dogs of war would have assuredly broken loose had not the flutter of a gown at the end of the passage announced the advent of mr. greyling.
dog;Canidae;organism;PG10027;62.0;grundy was nearly a head taller than vance, but the latter's blood was up, and in another moment the dogs of war would have assuredly broken loose had not the flutter of a gown at the end of the passage announced the advent of mr. greyling.
jack;Esox lucius;organism;PG10027;62.0;the class had finished translating from their latin author, and had just commenced writing an exercise, when a note was passed over to jack vance from the desk behind, it was short and to the point,--
